매장코드,상품코드,재고
S00003,G02796,9
S00003,G02797,21
S00003,G02798,5
S00003,G02799,1
S00003,G02800,35
S00003,G02801,54
S00003,G02802,9
S00003,G02803,7
S00003,G02804,1
S00003,G02805,9
S00003,G02806,12
S00003,G02807,13
S00003,G02808,10
S00003,G02809,33
S00003,G02810,3
S00003,G02811,17
S00003,G02812,6
S00003,G02813,1
S00003,G02814,2
S00003,G02815,23
S00003,G02816,1
S00003,G02817,3
S00003,G02818,2
S00003,G02819,4
S00003,G02820,2
S00003,G02821,1
S00003,G02822,25
S00003,G02823,311
S00003,G02824,436
S00003,G02825,5
S00003,G02826,4
S00003,G02827,15
S00003,G02828,44
S00003,G02829,2
S00003,G02830,2
S00003,G02831,1
S00003,G02832,7
S00003,G02833,27
S00003,G02834,13
S00003,G02835,34
S00003,G02836,10
S00003,G02837,9
S00003,G02838,3
S00003,G02839,1
S00003,G02840,5
S00003,G02841,18
S00003,G02842,1
S00003,G02843,2
S00003,G02844,26
S00003,G02845,28
S00003,G02846,3
S00003,G02847,2
S00003,G02848,32
S00003,G02849,6
S00003,G02850,85
S00003,G02851,7
S00003,G02852,3
S00003,G02853,11
S00003,G02854,18
S00003,G02855,4
S00003,G02856,26
S00003,G02857,1
S00003,G02858,2
S00003,G02859,71
S00003,G02860,3
S00003,G02861,5
S00003,G02862,12
S00003,G02863,4
S00003,G02864,3
S00003,G02865,1
S00003,G02866,8
S00003,G02867,215
S00003,G02868,18
S00003,G02869,67
S00003,G02870,3
S00003,G02871,3
S00003,G02872,25
S00003,G02873,29
S00003,G02874,2
S00003,G02875,3
S00003,G02876,2
S00003,G02877,1
S00003,G02878,1
S00003,G02879,67
S00003,G02880,11
S00003,G02881,2
S00003,G02882,22
S00003,G02883,4
S00003,G02884,8
S00003,G02885,26
S00003,G02886,7
S00003,G02887,3
S00003,G02888,23
S00003,G02889,41
S00003,G02890,12
S00003,G02891,2
S00003,G02892,30
S00003,G02893,31
S00003,G02894,2
S00003,G02895,2
S00003,G02896,9
S00003,G02897,28
S00003,G02898,1
S00003,G02899,1
S00003,G02900,48
S00003,G02901,3
S00003,G02902,25
S00003,G02903,8
S00003,G02904,51
S00003,G02905,2
S00003,G02906,1
S00003,G02907,3
S00003,G02908,1
S00003,G02909,2
S00003,G02910,9
S00003,G02911,1
S00003,G02912,98
S00003,G02913,5
S00003,G02914,1
S00003,G02915,1
S00003,G02916,3
S00003,G02917,1
S00003,G02918,1
S00003,G02919,12
S00003,G02920,2
S00003,G02921,137
S00003,G02922,9
S00003,G02923,29
S00003,G02924,3
S00003,G02925,8
S00003,G02926,17
S00003,G02927,1
S00003,G02928,2
S00003,G02929,36
S00003,G02930,17
S00003,G02931,6
S00003,G02932,2
S00003,G02933,18
S00003,G02934,3
S00003,G02935,11
S00003,G02936,2
S00003,G02937,1
S00003,G02938,14
S00003,G02939,37
S00003,G02940,83
S00003,G02941,6
S00003,G02942,7
S00003,G02943,41
S00003,G02944,7
S00003,G02945,7
S00003,G02946,54
S00003,G02947,1
S00003,G02948,11
S00003,G02949,35
S00003,G02950,1
S00003,G02951,10
S00003,G02952,9
S00003,G02953,5
S00003,G02954,2
S00003,G02955,9
S00003,G02956,3
S00003,G02957,2
S00003,G02958,5
S00003,G02959,26
S00003,G02960,91
S00003,G02961,23
S00003,G02962,1
S00003,G02963,1
S00003,G02964,3
S00003,G02965,14
S00003,G02966,5
S00003,G02967,47
S00003,G02968,6
S00003,G02969,5
S00003,G02970,1
S00003,G02971,10
S00003,G02972,4
S00003,G02973,8
S00003,G02974,1
S00003,G02975,37
S00003,G02976,1
S00003,G02977,3
S00003,G02978,1
S00003,G02979,1
S00003,G02980,7
S00003,G02981,1
S00003,G02982,1
S00003,G02983,401
S00003,G02984,16
S00003,G02985,3
S00003,G02986,5
S00003,G02987,2
S00003,G02988,8
S00003,G02989,65
S00003,G02990,21
S00003,G02991,120
S00003,G02992,35
S00003,G02993,16
S00003,G02994,10
S00003,G02995,29
S00003,G02996,5
S00003,G02997,24
S00003,G02998,71
S00003,G02999,46
S00003,G03000,11
S00003,G03001,8
S00003,G03002,1
S00003,G03003,2
S00003,G03004,12
S00003,G03005,28
S00003,G03006,10
S00003,G03007,21
S00003,G03008,27
S00003,G03009,5
S00003,G03010,7
S00003,G03011,18
S00003,G03012,1
S00003,G03013,1
S00003,G03014,7
S00003,G03015,726
S00003,G03016,3
S00003,G03017,12
S00003,G03018,1
S00003,G03019,26
S00003,G03020,1
S00003,G03021,4
S00003,G03022,18
S00003,G03023,2
S00003,G03024,4
S00003,G03025,1
S00003,G03026,2
S00003,G03027,11
S00003,G03028,6
S00003,G03029,55
S00003,G03030,3
S00003,G03031,1
S00003,G03032,1
S00003,G03033,3
S00003,G03034,1
S00003,G03035,3
S00003,G03036,40
S00003,G03037,9
S00003,G03038,3
S00003,G03039,18
S00003,G03040,1
S00003,G03041,4
S00003,G03042,1
S00003,G03043,1
S00003,G03044,13
S00003,G03045,6
S00003,G03046,5
S00003,G03047,2
S00003,G03048,4
S00003,G03049,2
S00003,G03050,1
S00003,G03051,30
S00003,G03052,4
S00003,G03053,94
S00003,G03054,38
S00003,G03055,1
S00003,G03056,4
S00003,G03057,1
S00003,G03058,35
S00003,G03059,55
S00003,G03060,12
S00003,G03061,29
S00003,G03062,2
S00003,G03063,3
S00003,G03064,2
S00003,G03065,38
S00003,G03066,23
S00003,G03067,2
S00003,G03068,12
S00003,G03069,14
S00003,G03070,4
S00003,G03071,20
S00003,G03072,9
S00003,G03073,1
S00003,G03074,2
S00003,G03075,2
S00003,G03076,13
S00003,G03077,11
S00003,G03078,7
S00003,G03079,2
S00003,G03080,4
S00003,G03081,12
S00003,G03082,9
S00003,G03083,5
S00003,G03084,8
S00003,G03085,4
S00003,G03086,22
S00003,G03087,9
S00003,G03088,4
S00003,G03089,5
S00003,G03090,1
S00003,G03091,10
S00003,G03092,15
S00003,G03093,11
S00003,G03094,3
S00003,G03095,7
S00003,G03096,8
S00003,G03097,1
S00003,G03098,16
S00003,G03099,4
S00003,G03100,30
S00003,G03101,11
S00003,G03102,10
S00003,G03103,26
S00003,G03104,4
S00003,G03105,2
S00003,G03106,1
S00003,G03107,1
S00003,G03108,4
S00003,G03109,1
S00003,G03110,6
S00003,G03111,1
S00003,G03112,1
S00003,G03113,1
S00003,G03114,3
S00003,G03115,2
S00003,G03116,61
S00003,G03117,2
S00003,G03118,13
S00003,G03119,3
S00003,G03120,17
S00003,G03121,18
S00003,G03122,75
S00003,G03123,27
S00003,G03124,71
S00003,G03125,9
S00003,G03126,97
S00003,G03127,11
S00003,G03128,2
S00003,G03129,141
S00003,G03130,1
S00003,G03131,1
S00003,G03132,49
S00003,G03133,2
S00003,G03134,29
S00003,G03135,57
S00003,G03136,3
S00003,G03137,1
S00003,G03138,1
S00003,G03139,1
S00003,G03140,2
S00003,G03141,19
S00003,G03142,7
S00003,G03143,1
S00003,G03144,59
S00003,G03145,2
S00003,G03146,2
S00003,G03147,21
S00003,G03148,10
S00003,G03149,15
S00003,G03150,36
S00003,G03151,30
S00003,G03152,24
S00003,G03153,20
S00003,G03154,160
S00003,G03155,25
S00003,G03156,69
S00003,G03157,3
S00003,G03158,2
S00003,G03159,3
S00003,G03160,6
S00003,G03161,5
S00003,G03162,4
S00003,G03163,220
S00003,G03164,89
S00003,G03165,24
S00003,G03166,13
S00003,G03167,382
S00003,G03168,35
S00003,G03169,5
S00003,G03170,278
S00003,G03171,3
S00003,G03172,14
S00003,G03173,7
S00003,G03174,3
S00003,G03175,13
S00003,G03176,90
S00003,G03177,1
S00003,G03178,33
S00003,G03179,57
S00003,G03180,4
S00003,G03181,10
S00003,G03182,5
S00003,G03183,9
S00003,G03184,1
S00003,G03185,13
S00003,G03186,1
S00003,G03187,4
S00003,G03188,3
S00003,G03189,20
S00003,G03190,1
S00003,G03191,13
S00003,G03192,12
S00003,G03193,52
S00003,G03194,1
S00003,G03195,1
S00003,G03196,130
S00003,G03197,2118
S00003,G03198,46
S00003,G03199,6
S00003,G03200,1
S00003,G03201,11
S00003,G03202,47
S00003,G03203,72
S00003,G03204,7
S00003,G03205,27
S00003,G03206,9
S00003,G03207,90
S00003,G03208,5
S00003,G03209,8
S00003,G03210,15
S00003,G03211,6
S00003,G03212,11
S00003,G03213,27
S00003,G03214,34
S00003,G03215,4
S00003,G03216,10
S00003,G03217,5
S00003,G03218,1
S00003,G03219,4
S00003,G03220,7
S00003,G03221,1
S00003,G03222,5
S00003,G03223,5
S00003,G03224,35
S00003,G03225,11
S00003,G03226,2
S00003,G03227,30
S00003,G03228,3
S00003,G03229,7
S00003,G03230,3
S00003,G03231,10
S00003,G03232,3
S00003,G03233,5
S00003,G03234,6
S00003,G03235,4
S00003,G03236,1
S00003,G03237,20
S00003,G03238,38
S00003,G03239,8
S00003,G03240,61
S00003,G03241,47
S00003,G03242,6
S00003,G03243,10
S00003,G03244,16
S00003,G03245,2
S00003,G03246,4
S00003,G03247,3
S00003,G03248,22
S00003,G03249,38
S00003,G03250,7
S00003,G03251,5
S00003,G03252,7
S00003,G03253,50
S00003,G03254,21
S00003,G03255,75
S00003,G03256,2
S00003,G03257,6
S00003,G03258,13
S00003,G03259,1
S00003,G03260,9
S00003,G03261,2
S00003,G03262,30
S00003,G03263,57
S00003,G03264,474
S00003,G03265,7
S00003,G03266,8
S00003,G03267,6
S00003,G03268,58
S00003,G03269,13
S00003,G03270,7
S00003,G03271,1
S00003,G03272,2
S00003,G03273,2
S00003,G03274,2
S00003,G03275,1
S00003,G03276,2
S00003,G03277,1
S00003,G03278,16
S00003,G03279,6
S00003,G03280,5
S00003,G03281,12
S00003,G03282,25
S00003,G03283,1
S00003,G03284,1
S00003,G03285,16
S00003,G03286,4
S00003,G03287,3
S00003,G03288,18
S00003,G03289,2
S00003,G03290,12
S00003,G03291,3
S00003,G03292,5
S00003,G03293,102
S00003,G03294,8
S00003,G03295,6
S00003,G03296,5
S00003,G03297,49
S00003,G03298,2
S00003,G03299,9
S00003,G03300,2
S00003,G03301,1
S00003,G03302,1
S00003,G03303,1
S00003,G03304,1
S00003,G03305,1
S00003,G03306,1
S00003,G03307,2
S00003,G03308,2
S00003,G03309,3
S00003,G03310,6
S00003,G03311,11
S00003,G03312,44
S00003,G03313,25
S00003,G03314,19
S00003,G03315,12
S00003,G03316,2
S00003,G03317,1
S00003,G03318,54
S00003,G03319,2
S00003,G03320,1
S00003,G03321,10
S00003,G03322,4
S00003,G03323,29
S00003,G03324,5
S00003,G03325,15
S00003,G03326,2
S00003,G03327,7
S00003,G03328,15
S00003,G03329,5
S00003,G03330,10
S00003,G03331,1
S00003,G03332,4
S00003,G03333,49
S00003,G03334,18
S00003,G03335,6
S00003,G03336,3
S00003,G03337,1
S00003,G03338,430
S00003,G03339,5
S00003,G03340,3
S00003,G03341,37
S00003,G03342,3
S00003,G03343,4
S00003,G03344,4
S00003,G03345,4
S00003,G03346,2
S00003,G03347,1
S00003,G03348,65
S00003,G03349,17
S00003,G03350,1
S00003,G03351,2
S00003,G03352,11
S00003,G03353,4
S00003,G03354,2
S00003,G03355,2
S00003,G03356,1
S00003,G03357,1
S00003,G03358,3
S00003,G03359,12
S00003,G03360,3
S00003,G03361,2
S00003,G03362,4
S00003,G03363,21
S00003,G03364,2
S00003,G03365,10
S00003,G03366,3
S00003,G03367,1
S00003,G03368,17
S00003,G03369,5
S00003,G03370,8
S00003,G03371,2
S00003,G03372,1
S00003,G03373,2
S00003,G03374,6
S00003,G03375,1
S00003,G03376,1
S00003,G03377,2
S00003,G03378,1
S00003,G03379,5
S00003,G03380,2
S00003,G03381,1
S00003,G03382,6
S00003,G03383,43
S00003,G03384,5
S00003,G03385,201
S00003,G03386,11
S00003,G03387,3
S00003,G03388,6
S00003,G03389,1
S00003,G03390,74
S00003,G03391,6
S00003,G03392,2
S00003,G03393,4
S00003,G03394,14
S00003,G03395,1
S00003,G03396,2
S00003,G03397,10
S00003,G03398,32
S00003,G03399,1
S00003,G03400,3
S00003,G03401,2
S00003,G03402,1
S00003,G03403,11
S00003,G03404,39
S00003,G03405,2
S00003,G03406,8
S00003,G03407,211
S00003,G03408,25
S00003,G03409,1
S00003,G03410,21
S00003,G03411,10
S00003,G03412,1
S00003,G03413,5
S00003,G03414,5
S00003,G03415,1
S00003,G03416,2
S00003,G03417,5
S00003,G03418,2
S00003,G03419,20
S00003,G03420,1
S00003,G03421,167
S00003,G03422,42
S00003,G03423,9
S00003,G03424,2
S00003,G03425,10
S00003,G03426,1
S00003,G03427,1
S00003,G03428,1
S00003,G03429,4
S00003,G03430,8
S00003,G03431,2
S00003,G03432,2
S00003,G03433,40
S00003,G03434,2
S00003,G03435,2
S00003,G03436,13
S00003,G03437,1
S00003,G03438,1
S00003,G03439,1
S00003,G03440,2
S00003,G03441,3
S00003,G03442,2
S00003,G03443,1
S00003,G03444,1
S00003,G03445,2
S00003,G03446,4
S00003,G03447,1
S00003,G03448,3
S00003,G03449,3
S00003,G03450,2
S00003,G03451,168
S00003,G03452,15
S00003,G03453,1
S00003,G03454,4
S00003,G03455,508
S00003,G03456,2
S00003,G03457,1
S00003,G03458,1
S00003,G03459,5
S00003,G03460,1
S00003,G03461,2
S00003,G03462,1
S00003,G03463,1
S00003,G03464,1
S00003,G03465,2
S00003,G03466,3
S00003,G03467,2
S00003,G03468,4
S00003,G03469,1
S00003,G03470,1
S00003,G03471,1
S00003,G03472,1
S00003,G03473,2
S00003,G03474,1
S00003,G03475,2
S00003,G03476,1
S00003,G03477,1
S00003,G03478,25
S00003,G03479,9
S00003,G03480,6
S00003,G03481,3
S00003,G03482,8
S00003,G03483,16
S00003,G03484,1
S00003,G03485,1
S00003,G03486,4
S00003,G03487,25
S00003,G03488,9
S00003,G03489,8
S00003,G03490,25
S00003,G03491,1
S00003,G03492,1
S00003,G03493,1
S00003,G03494,7
S00003,G03495,2
S00003,G03496,1
S00003,G03497,11
S00003,G03498,30
S00003,G03499,1
S00003,G03500,1
S00003,G03501,5
S00003,G03502,3
S00003,G03503,1
S00003,G03504,1
S00003,G03505,1
S00003,G03506,2
S00003,G03507,2
S00003,G03508,1
S00003,G03509,31
S00003,G03510,1
S00003,G03511,1
S00003,G03512,1
S00003,G03513,2
S00003,G03514,1
S00003,G03515,5
S00003,G03516,1
S00003,G03517,2
S00003,G03518,14
S00003,G03519,2
S00003,G03520,3
S00003,G03521,1
S00003,G03522,1
S00003,G03523,4
S00003,G03524,1
S00003,G03525,1
S00003,G03526,1
S00003,G03527,1
S00003,G03528,1
S00003,G03529,1
S00003,G03530,50
S00003,G03531,1
S00003,G03532,1
S00003,G03533,49
S00003,G03534,4
S00003,G03535,3
S00003,G03536,2
S00003,G03537,3
S00003,G03538,1
S00003,G03539,4
S00003,G03540,5
S00003,G03541,6
S00003,G03542,20
S00003,G03543,1
S00003,G03544,1
S00003,G03545,16
S00003,G03546,25
S00003,G03547,1
S00003,G03548,92
S00003,G03549,10
S00003,G03550,1
S00003,G03551,17
S00003,G03552,2
S00003,G03553,4
S00003,G03554,1
S00003,G03555,1
S00003,G03556,3
S00003,G03557,58
S00003,G03558,2
S00003,G03559,23
S00003,G03560,2
S00003,G03561,44
S00003,G03562,4
S00003,G03563,3
S00003,G03564,2
S00003,G03565,1
S00003,G03566,1
S00003,G03567,75
S00003,G03568,2
S00003,G03569,1
S00003,G03570,6
S00003,G03571,3
S00003,G03572,3
S00003,G03573,2
S00003,G03574,2
S00003,G03575,34
S00003,G03576,5
S00003,G03577,2
S00003,G03578,1
S00003,G03579,3
S00003,G03580,5
S00003,G03581,1
S00003,G03582,1
S00003,G03583,4
S00003,G03584,1
S00003,G03585,2
S00003,G03586,1
S00003,G03587,2
S00003,G03588,1
S00003,G03589,1
S00003,G03590,16
S00003,G03591,4
S00003,G03592,1
S00003,G03593,5
S00003,G03594,6
S00003,G03595,4
S00003,G03596,2
S00003,G03597,18
S00003,G03598,1
S00003,G03599,1
S00003,G03600,8
S00003,G03601,16
S00003,G03602,1
S00003,G03603,10
S00003,G03604,87
S00003,G03605,2
S00003,G03606,25
S00003,G03607,1
S00003,G03608,1
S00003,G03609,5
S00003,G03610,20
S00003,G03611,3
S00003,G03612,1
S00003,G03613,11
S00003,G03614,1
S00003,G03615,4
S00003,G03616,8
S00003,G03617,11
S00003,G03618,1
S00003,G03619,1
S00003,G03620,10
S00003,G03621,4
S00003,G03622,20
S00003,G03623,2
S00003,G03624,3
S00003,G03625,6
S00003,G03626,1
S00003,G03627,1
S00003,G03628,2
S00003,G03629,4
S00003,G03630,2
S00003,G03631,1
S00003,G03632,1
S00003,G03633,5
S00003,G03634,3
S00003,G03635,10
S00003,G03636,3
S00003,G03637,2
S00003,G03638,1
S00003,G03639,1
S00003,G03640,1
S00003,G03641,1
S00003,G03642,1
S00003,G03643,1
S00003,G03644,1
S00003,G03645,1
S00003,G03646,1
S00003,G03647,1
S00003,G03648,1
S00003,G03649,1
S00003,G03650,1
S00003,G03651,1
S00003,G03652,8
S00003,G03653,2
S00003,G03654,18
S00003,G03655,29
S00003,G03656,1
S00003,G03657,1
S00003,G03658,3
S00003,G03659,2
S00003,G03660,1
S00003,G03661,1
S00003,G03662,1
S00003,G03663,16
S00003,G03664,3
S00003,G03665,1
S00003,G03666,2
S00003,G03667,1
S00003,G03668,2
S00003,G03669,30
S00003,G03670,1
S00003,G03671,16
S00003,G03672,65
S00003,G03673,5
S00003,G03674,22
S00003,G03675,1
S00003,G03676,1
S00003,G03677,1
S00003,G03678,12
S00003,G03679,13
S00003,G03680,1
S00003,G03681,2
S00003,G03682,1
S00003,G03683,1
S00003,G03684,1
S00003,G03685,1
S00003,G03686,2
S00003,G03687,75
S00003,G03688,2
S00003,G03689,1
S00003,G03690,21
S00003,G03691,1
S00003,G03692,1
S00003,G03693,6
S00003,G03694,1
S00003,G03695,2
S00003,G03696,1
S00003,G03697,2
S00003,G03698,1
S00003,G03699,17
S00003,G03700,2
S00003,G03701,9
S00003,G03702,11
S00003,G03703,3
S00003,G03704,4
S00003,G03705,5
S00003,G03706,6
S00003,G03707,13
S00003,G03708,3
S00003,G03709,1
S00003,G03710,20
S00003,G03711,3
S00003,G03712,38
S00003,G03713,3
S00003,G03714,2
S00003,G03715,4
S00003,G03716,2
S00003,G03717,2
S00003,G03718,2
S00003,G03719,2
S00003,G03720,5
S00003,G03721,3
S00003,G03722,9
S00003,G03723,144
S00003,G03724,6
S00003,G03725,12
S00003,G03726,2
S00003,G03727,224
S00003,G03728,1880
S00003,G03729,1
S00003,G03730,4
S00003,G03731,1
S00003,G03732,2
S00003,G03733,2
S00003,G03734,31
S00003,G03735,3
S00003,G03736,2
S00003,G03737,6
S00003,G03738,2
S00003,G03739,4
S00003,G03740,3
S00003,G03741,5
S00003,G03742,10
S00003,G03743,1
S00003,G03744,5
S00003,G03745,1
S00003,G03746,1
S00003,G03747,26
S00003,G03748,3
S00003,G03749,1
S00003,G03750,1
S00003,G03751,2
S00003,G03752,3
S00003,G03753,1
S00003,G03754,1
S00003,G03755,9
S00003,G03756,2
S00003,G03757,4
S00003,G03758,2
S00003,G03759,1
S00003,G03760,8
S00003,G03761,1
S00003,G03762,2
S00003,G03763,1
S00003,G03764,1
S00003,G03765,1
S00003,G03766,7
S00003,G03767,3
S00003,G03768,1
S00003,G03769,1
S00003,G03770,1
S00003,G03771,1
S00003,G03772,2
S00003,G03773,1
S00003,G03774,3
S00003,G03775,12
S00003,G03776,1
S00003,G03777,3
S00003,G03778,1
S00003,G03779,6
S00003,G03780,1
S00003,G03781,16
S00003,G03782,2
S00003,G03783,3
S00003,G03784,5
S00003,G03785,1
S00003,G03786,2
S00003,G03787,3
S00003,G03788,6
S00003,G03789,6
S00003,G03790,5
S00003,G03791,1
S00003,G03792,1
S00003,G03793,82
S00003,G03794,1
S00003,G03795,4
S00003,G03796,2
S00003,G03797,2
S00003,G03798,1
S00003,G03799,5
S00003,G03800,1
S00003,G03801,5
S00003,G03802,1
S00003,G03803,1
S00003,G03804,3
S00003,G03805,9
S00003,G03806,2
S00003,G03807,6
S00003,G03808,6
S00003,G03809,1
S00003,G03810,33
S00003,G03811,10
S00003,G03812,12
S00003,G03813,15
S00003,G03814,7
S00003,G03815,8
S00003,G03816,3
S00003,G03817,2
S00003,G03818,1
S00003,G03819,25
S00003,G03820,1
S00003,G03821,1
S00003,G03822,1
S00003,G03823,20
S00003,G03824,2
S00003,G03825,4
S00003,G03826,10
S00003,G03827,3
S00003,G03828,4
S00003,G03829,59
S00003,G03830,22
S00003,G03831,1
S00003,G03832,1
S00003,G03833,16
S00003,G03834,1
S00003,G03835,7
S00003,G03836,12
S00003,G03837,50
S00003,G03838,3
S00003,G03839,7
S00003,G03840,1
S00003,G03841,1
S00003,G03842,3
S00003,G03843,1
S00003,G03844,1
S00003,G03845,1
S00003,G03846,6
S00003,G03847,1
S00003,G03848,3
S00003,G03849,9
S00003,G03850,2
S00003,G03851,1
S00003,G03852,104
S00003,G03853,3
S00003,G03854,1
S00003,G03855,2
S00003,G03856,1
S00003,G03857,1
S00003,G03858,2
S00003,G03859,3
S00003,G03860,560
S00003,G03861,1
S00003,G03862,2
S00003,G03863,21
S00003,G03864,32
S00003,G03865,6
S00003,G03866,2
S00003,G03867,2
S00003,G03868,1
S00003,G03869,2
S00003,G03870,1
S00003,G03871,1
S00003,G03872,1
S00003,G03873,2
S00003,G03874,3
S00003,G03875,35
S00003,G03876,2
S00003,G03877,5
S00003,G03878,1
S00003,G03879,3
S00003,G03880,1
S00003,G03881,38
S00003,G03882,1
S00003,G03883,1
S00003,G03884,1
S00003,G03885,19
S00003,G03886,1
S00003,G03887,1
S00003,G03888,3
S00003,G03889,2
S00003,G03890,1
S00003,G03891,2
S00003,G03892,1
S00003,G03893,1
S00003,G03894,1
S00003,G03895,2
S00003,G03896,4
S00003,G03897,1
S00003,G03898,1
S00003,G03899,1
S00003,G03900,3
S00003,G03901,1
S00003,G03902,3
S00003,G03903,1
S00003,G03904,1
S00003,G03905,1
S00003,G03906,8
S00003,G03907,1
S00003,G03908,1
S00003,G03909,2
S00003,G03910,2
S00003,G03911,1
S00003,G03912,1
S00003,G03913,1
S00003,G03914,15
S00003,G03915,1
S00003,G03916,6
S00003,G03917,5
S00003,G03918,35
S00003,G03919,8
S00003,G03920,5
S00003,G03921,2
S00003,G03922,1
S00003,G03923,2
S00003,G03924,6
S00003,G03925,1
S00003,G03926,1
S00003,G03927,5
S00003,G03928,1
S00003,G03929,1
S00003,G03930,1
S00003,G03931,3
S00003,G03932,1
S00003,G03933,1
S00003,G03934,4
S00003,G03935,1
S00003,G03936,2
S00003,G03937,4
S00003,G03938,3
S00003,G03939,1
S00003,G03940,4
S00003,G03941,1
S00003,G03942,2
S00003,G03943,8
S00003,G03944,1
S00003,G03945,1
S00003,G03946,4
S00003,G03947,2
S00003,G03948,4
S00003,G03949,25
S00003,G03950,6
S00003,G03951,5
S00003,G03952,1
S00003,G03953,21
S00003,G03954,9
S00003,G03955,6
S00003,G03956,11
S00003,G03957,2
S00003,G03958,79
S00003,G03959,2
S00003,G03960,13
S00003,G03961,2
S00003,G03962,2
S00003,G03963,2
S00003,G03964,1
S00003,G03965,1
S00003,G03966,3
S00003,G03967,35
S00003,G03968,3
S00003,G03969,1
S00003,G03970,102
S00003,G03971,2
S00003,G03972,33
S00003,G03973,3
S00003,G03974,3
S00003,G03975,1
S00003,G03976,1
S00003,G03977,1
S00003,G03978,3
S00003,G03979,2
S00003,G03980,10
S00003,G03981,1
S00003,G03982,1
S00003,G03983,1
S00003,G03984,31
S00003,G03985,1
S00003,G03986,4
S00003,G03987,1
S00003,G03988,4
S00003,G03989,6
S00003,G03990,4
S00003,G03991,1
S00003,G03992,1
S00003,G03993,5
S00003,G03994,1
S00003,G03995,1
S00003,G03996,20
S00003,G03997,7
S00003,G03998,2
S00003,G03999,23
S00003,G04000,1
S00003,G04001,4
S00003,G04002,9
S00003,G04003,1
S00003,G04004,1
S00003,G04005,1
S00003,G04006,2
S00003,G04007,1
S00003,G04008,2
S00003,G04009,1
S00003,G04010,7
S00003,G04011,10
S00003,G04012,21
S00003,G04013,1
S00003,G04014,8
S00003,G04015,2
S00003,G04016,42
S00003,G04017,9
S00003,G04018,2
S00003,G04019,2
S00003,G04020,2
S00003,G04021,1
S00003,G04022,2
S00003,G04023,1
S00003,G04024,3
S00003,G04025,1
S00003,G04026,2
S00003,G04027,3
S00003,G04028,3
S00003,G04029,4
S00003,G04030,3
S00003,G04031,17
S00003,G04032,2
S00003,G04033,10
S00003,G04034,2
S00003,G04035,7
S00003,G04036,1
S00003,G04037,1
S00003,G04038,32
S00003,G04039,3
S00003,G04040,1
S00003,G04041,22
S00003,G04042,3
S00003,G04043,8
S00003,G04044,32
S00003,G04045,14
S00003,G04046,10
S00003,G04047,15
S00003,G04048,2
S00003,G04049,1
S00003,G04050,7
S00003,G04051,3
S00003,G04052,2
S00003,G04053,30
S00003,G04054,4
S00003,G04055,2
S00003,G04056,2
S00003,G04057,10
S00003,G04058,6
S00003,G04059,1
S00003,G04060,1
S00003,G04061,1
S00003,G04062,5
S00003,G04063,2
S00003,G04064,1
S00003,G04065,1
S00003,G04066,4
S00003,G04067,27
S00003,G04068,2
S00003,G04069,2
S00003,G04070,4
S00003,G04071,3
S00003,G04072,1
S00003,G04073,2
S00003,G04074,1
S00003,G04075,1
S00003,G04076,2
S00003,G04077,8
S00003,G04078,1
S00003,G04079,2
S00003,G04080,1
S00003,G04081,7
S00003,G04082,16
S00003,G04083,1
S00003,G04084,8
S00003,G04085,1
S00003,G04086,7
S00003,G04087,17
S00003,G04088,4
S00003,G04089,2
S00003,G04090,1
S00003,G04091,5
S00003,G04092,2
S00003,G04093,1
S00003,G04094,10
S00003,G04095,1
S00003,G04096,9
S00003,G04097,5
S00003,G04098,6
S00003,G04099,3
S00003,G04100,1
S00003,G04101,13
S00003,G04102,1
S00003,G04103,5
S00003,G04104,12
S00003,G04105,1
S00003,G04106,2
S00003,G04107,25
S00003,G04108,2
S00003,G04109,4
S00003,G04110,1
S00003,G04111,5
S00003,G04112,1
S00003,G04113,2
S00003,G04114,4
S00003,G04115,1
S00003,G04116,22
S00003,G04117,4
S00003,G04118,1
S00003,G04119,2
S00003,G04120,3
S00003,G04121,2
S00003,G04122,6
S00003,G04123,21
S00003,G04124,3
S00003,G04125,7
S00003,G04126,6
S00003,G04127,1
S00003,G04128,1
S00003,G04129,1
S00003,G04130,8
S00003,G04131,1
S00003,G04132,1
S00003,G04133,1
S00003,G04134,1
S00003,G04135,1
S00003,G04136,1
S00003,G04137,1
S00003,G04138,1
S00003,G04139,11
S00003,G04140,1
S00003,G04141,14
S00003,G04142,1
S00003,G04143,10
S00003,G04144,1
S00003,G04145,1
S00003,G04146,1
S00003,G04147,2
S00003,G04148,54
S00003,G04149,1
S00003,G04150,1
S00003,G04151,5
S00003,G04152,1
S00003,G04153,1
S00003,G04154,1
S00003,G04155,4
S00003,G04156,51
S00004,G04157,2
S00004,G04158,11
S00004,G04159,7
S00004,G04160,2
S00004,G04161,10
S00004,G04162,1
S00004,G04163,1
S00004,G04164,5
S00004,G04165,2
S00004,G04166,3
S00004,G04167,1
S00004,G04168,1
S00004,G04169,1
S00004,G04170,9
S00004,G04171,1
S00004,G04172,3
S00004,G04173,4
S00004,G04174,3
S00004,G04175,2
S00004,G04176,2
S00004,G04177,1
S00004,G04178,2
S00004,G04179,6
S00004,G04180,3
S00004,G04181,1
S00004,G04182,1
S00004,G04183,6
S00004,G04184,3
S00004,G04185,1
S00004,G04186,217
S00004,G04187,12
S00004,G04188,1
S00004,G04189,71
S00004,G04190,15
S00004,G04191,108
S00004,G04192,1
S00004,G04193,4
